UniProt_ID,Tranception_no_retrieval,Tranception_retrieval,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1v_single,ESM1v_ensemble,Wavenet,number_mutants,Neff_L_category,Taxon
A0A140D2T1_ZIKV,0.2716293225264886,0.3513390543103023,0.4745540828000049,0.45364486700578965,-0.05231780887198669,0.011676354907026612,0.2155269924831286,9576.0,medium,Virus
A0A192B1T2_9HIV1,0.5142453900333634,0.5131546173801443,0.5139987491041195,0.514213588747386,0.491822749661978,0.5161896428823302,0.46538307712235316,12577.0,medium,Virus
A0A1I9GEU1_NEIME,0.09918779905650221,0.05732689997678015,0.09387309085530732,0.10232406152635291,0.06847883285791018,0.06806146883978843,0.06665048449708619,922.0,medium,Prokaryote
A0A2Z5U3Z0_9INFA,0.5206824502927656,0.5394011481517851,0.32965294984758714,0.522542853419795,0.4885537502506725,0.5295576444336945,0.4354807001919353,6532.5,medium,Virus
A4D664_9INFA,0.40361906288629745,0.39326710179649593,0.3325495987943195,0.336157068274433,0.02562683354762951,0.03261444503278893,0.26000030398976853,14421.0,medium,Virus
A4GRB6_PSEAI,0.629421009440995,0.6519766797588885,0.6949056652006684,0.669638685017874,0.6474057565103359,0.6682983563431224,0.5667521095981614,5004.0,high,Prokaryote
A4_HUMAN,0.3634192518979252,0.4515716721061646,0.39341692870482137,0.3915965924520382,0.30875305026523575,0.3978290983565354,0.24507297036374454,14483.0,low,Human
AACC1_PSEAI,0.41747764931994824,0.4656807109800678,0.49648469151971747,0.48393397206464905,0.4829876075357215,0.4887764558847544,0.3905090331852617,1801.0,high,Prokaryote
ADRB2_HUMAN,0.5062654947298109,0.5327325540308485,0.4345256780569891,0.49995663123885625,0.5257350905458911,0.5388458599162952,0.5206001706971656,7800.0,medium,Human
AMIE_PSEAE,0.4046715116300426,0.4384431618109363,0.5920551802691942,0.5686004957317751,0.6127128511420172,0.6623718116817678,0.50617122837924,6227.0,high,Prokaryote
B3VI55_LIPST,0.5548707897160459,0.5272265821324686,0.5794111804842647,0.5598317933010708,0.5373980932154138,0.5635889323011737,0.49929925026290684,7890.0,medium,Eukaryote
BLAT_ECOLX,0.45908516131381505,0.5964629335000946,0.6446344646627166,0.6456304950206674,0.6225302013610395,0.6538371871396208,0.6020261686384296,3941.0,high,Prokaryote
BRCA1_HUMAN,0.40903051711542343,0.5136288149864223,0.47191200939306,0.501389567812058,0.4041354155365396,0.4465422139569461,0.29572228867142214,1837.0,low,Human
C6KNH7_9INFA,0.3924986092243457,0.43268905279492376,0.3996738141940415,0.40297691215235343,0.4282704016320615,0.4916621628588761,0.34253163729910674,10754.0,medium,Virus
CALM1_HUMAN,0.2908531765530669,0.265850788279341,0.23673401823013832,0.2510173522518526,0.23530058229276157,0.2643126899098595,0.22863564575325893,1813.0,high,Human
CAPSD_AAV2S,0.49236996095185076,0.4732614908625582,0.34959056210686024,0.3681068614117199,0.19585863301522305,0.1992587672562472,0.25799194015026466,42328.0,low,Virus
CCDB_ECOLI,0.36699076806319947,0.49473298157799606,0.4063879445997183,0.4608236290289459,0.3927512320647616,0.4578948478726447,0.48748993456365963,1419.5,high,Prokaryote
